Sport,Naam,Website,Naam accommodatie,Adres accommodatie,Postcode accommodatie,Plaats accommodatie,Stadsdeel,Aangepast sporten,KvK,Stadspas,x,y,Sport_en,district_code,Count,Meta_Cat,Sub_Cat,All,Sport_count,sport_count_in_district
Roeien,Roeivereeniging Willem III,www.willem3.nl,Roeivereeniging Willem III,Jan Vroegopsingel 8,1096CN,Amsterdam,Oost,,40532201.0,,4.90857096,52.33587472,Rowing,M,1,physical sports,aquatic & paddle sports,All Sports,9,4
Roeien,RIC,www.ricamsterdam.nl,RIC,Korte Ouderkerkerdijk 32,1096AC,Amsterdam,Oost,,40532330.0,,4.91610985,52.34027303,Rowing,M,1,physical sports,aquatic & paddle sports,All Sports,9,4
Roeien,De Drietand,www.rvdedrietand.nl,Lyceumbrug,Olympiaplein 1,1077CJ,Amsterdam,Zuid,,40533168.0,,4.86640317,52.35085904,Rowing,K,1,physical sports,aquatic & paddle sports,All Sports,9,2
Roeien,KAR & ZV De Hoop,www.karzvdehoop.nl,De Hoop,Weesperzijde 1046a,1091EH,Amsterdam,Centrum,,,,4.90840844,52.35424753,Rowing,A,1,physical sports,aquatic & paddle sports,All Sports,9,3
Roeien,Roeicentrum Berlagebrug,www.roeicentrumberlagebrug.nl,Roeicentrum Berlagebrug,Weesperzijde 1094,1097DS,Amsterdam,Centrum,,54894182.0,,4.91299394,52.34833311,Rowing,A,1,physical sports,aquatic & paddle sports,All Sports,9,3
Rugby,A.S.R.V. Ascrum,www.ascrum.nl,Sportpark De Eendracht,Bok de Korverweg 4,1067HR,Amsterdam,Nieuw-West,,40531278.0,,4.78712247,52.37972092,Rugby,F,1,physical sports,football family,All Sports,4,3
Rugby,AAC Rugby,www.aacrugby.com,Sportpark De Eendracht,Bok de Korverweg 6A,1067HR,Amsterdam,Nieuw-West,,40538624.0,ja,4.78614563,52.37810716,Rugby,F,1,physical sports,football family,All Sports,4,3
Rugby,Rugbyclub Amsterdam,www.rugbyclub.amsterdam,Sportpark Tuindorp-Oostzaan,Perenpad 3,1033TB,Amsterdam,Noord,,72141743.0,,4.89507432,52.41379668,Rugby,N,1,physical sports,football family,All Sports,4,1
Rugby,Praetor Rugbyclub Amsterdam,www.praetor-rugby.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,74526685.0,,4.80649086,52.33961512,Rugby,F,1,physical sports,football family,All Sports,4,3
Schaatsen,A.S.S.V. Hogerop,www.hogerop.org,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,40538504.0,,4.94536705,52.34897301,Skating,M,1,physical sports,ice sports,All Sports,23,18
Schaatsen,Amsterdam Hardrijders Club Amsterdam (H.C.A.),www.sv-hca.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,,,4.94536705,52.34897301,Skating,M,1,physical sports,ice sports,All Sports,23,18
Schaatsen,Amsterdamse Schaats Club Jaap Eden,www.ascjaapeden.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,40533761.0,,4.94536705,52.34897301,Skating,M,1,physical sports,ice sports,All Sports,23,18
Schaatsen,Amsterdamse Ski Vereniging,www.ski-amsterdam.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,40539152.0,,4.94536705,52.34897301,Skating,M,1,physical sports,ice sports,All Sports,23,18
Schaatsen,AMVJ,www.amvj-schaatsen.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,,,4.94536705,52.34897301,Skating,M,1,physical sports,ice sports,All Sports,23,18
Schaatsen,Baambrugge Y.C,www.baambruggeschaatst.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,,,4.94536705,52.34897301,Skating,M,1,physical sports,ice sports,All Sports,23,18
Schaatsen,Diemer IJsclub,www.diemerijsclub.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,40533656.0,,4.94536705,52.34897301,Skating,M,1,physical sports,ice sports,All Sports,23,18
Schaatsen,Duo Sport,www.duosport.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,,,4.94536705,52.34897301,Skating,M,1,physical sports,ice sports,All Sports,23,18
Schaatsen,IJsclub Gein en omstreken,www.geinenomstreken.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,40532715.0,,4.94536705,52.34897301,Skating,M,1,physical sports,ice sports,All Sports,23,18
Schaatsen,SKITS,www.skits.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,52955214.0,,4.94536705,52.34897301,Skating,M,1,physical sports,ice sports,All Sports,23,18
Schaatsen,STG Afterskate,www.stgafterskate.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,,,4.94536705,52.34897301,Skating,M,1,physical sports,ice sports,All Sports,23,18
Schaatsen,ZTIKZ,www.ztikz.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,,,4.94536705,52.34897301,Skating,M,1,physical sports,ice sports,All Sports,23,18
Schaatsen,Kunstrijvereniging Figure Skating Amsterdam (FSA),www.figureskatingamsterdam.com,Schaatsbaan Jaap Eden,Radioweg 64,1098NJ,Amsterdam,Oost,,34216644.0,,4.94536705,52.34897301,Skating,M,1,physical sports,ice sports,All Sports,23,18
Schaatsen,Skits,www.skits.nl,USC Science Park,Science Park 306,1098XH,Amsterdam,Oost,,34196530.0,,4.95629984,52.35564969,Skating,M,1,physical sports,ice sports,All Sports,23,18
Schaatsen,Zunderdorp,www.ijsclubzunderdorp.nl,IJsbaan aan 't Zwet,Termietergouw 7,1027AD,Amsterdam,Noord,,,,4.96041796,52.40961918,Skating,N,1,physical sports,ice sports,All Sports,23,4
Schaatsen,"IJsclub ""Hard Gaat Ie""",www.hardgaatie.nl,Clubgebouw IJsclub Hard Gaat Ie,Zuideinde 33,1121CJ,Landsmeer,Oost,,40531701.0,,4.91190366,52.42512208,Skating,M,1,physical sports,ice sports,All Sports,23,18
Schaken,De Volewijckers,www.schaakverenigingdevolewijckers.nl,Sportpark Buiksloterbanne,Baron de Coubertinlaan 6,1034ZK,Amsterdam,Noord,,34290660.0,ja,4.92028197,52.40119918,Chess,N,1,Mind sports,board games,All Sports,19,2
Schaken,Schaakvereniging Amsterdam West,www.svamsterdamwest.nl,ASV Bilderdijkpark,Bilderdijkpark 10,1052SB,Amsterdam,West,,,,4.86887575,52.37164057,Chess,E,1,Mind sports,board games,All Sports,19,2
Schaken,Schaakclub ZZ,www.schaakclubzz.nl,Buurthuis De Havelaar,Douwes Dekkerstraat 2,1053SX,Amsterdam,West,,,,4.86540997,52.36917169,Chess,E,1,Mind sports,board games,All Sports,19,2
Schaken,Het Grasmat,www.hetgrasmat.nl,Sportpark Drie Burg,Fizeaustraat 10,1097SC,Amsterdam,Oost,,,,4.92906986,52.34281351,Chess,M,1,Mind sports,board games,All Sports,19,3
Schaken,Bijlmer Schaakvereniging Isolani,isolanischaken.wordpress.com,Collectieve ruimte Wooncomplex Groenhoven,Groenhoven 650,1103LT,Amsterdam,Zuidoost,,,,4.97643104,52.32624322,Chess,T,1,Mind sports,board games,All Sports,19,2
Schaken,Oosten/toren,www.oostentoren.nl,Koningskerk,James Wattstraat 56,1097DM,Amsterdam,Oost,,,,4.92492702,52.35171324,Chess,M,1,Mind sports,board games,All Sports,19,3
Schaken,De Raadsheer,www.svderaadsheer.nl,De Poort,Kattenburgerstraat 150,1018JH,Amsterdam,Centrum,,,,4.91938985,52.37295641,Chess,A,1,Mind sports,board games,All Sports,19,6
Schaken,Café De Laurierboom,www.laurierboom.cafe,Café de Laurierboom,Laurierstraat 76,1016PN,Amsterdam,Centrum,,,,4.88101225,52.37227728,Chess,A,1,Mind sports,board games,All Sports,19,6
Schaken,ENPS,schaakclub.blogspot.nl,Pastorie Vredeskerk,Pijnackerstraat 9,1072JS,Amsterdam,Zuid,,,,4.89004124,52.35016976,Chess,K,1,Mind sports,board games,All Sports,19,4
Schaken,SOPSWEPS'29,www.sopsweps29.nl,Café Batavia,Prins Hendrikkade 85,1012AE,Amsterdam,Centrum,,,,4.90166866,52.37670484,Chess,A,1,Mind sports,board games,All Sports,19,6
Schaken,Fischer Z.,www.fischerz.nl,Café Batavia 1920,Prins Hendrikkade 85,1012AE,Amsterdam,Centrum,,,,4.90166866,52.37670484,Chess,A,1,Mind sports,board games,All Sports,19,6
Schaken,Boven IJ - Nieuwendam,www.sv-bovenij.nl,Damstede college,Rode Kruisstraat 83,1025KM,Amsterdam,Noord,,,,4.92660183,52.39539993,Chess,N,1,Mind sports,board games,All Sports,19,2
Schaken,Caϊssa,www.caissa-amsterdam.nl,Huis van de Wijk Lydia,Roelof Hartplein 2,1071TR,Amsterdam,Zuid,,,,4.8815695,52.35301894,Chess,K,1,Mind sports,board games,All Sports,19,4
Schaken,Zukertort Amstelveen,www.zukertortamstelveen.nl,Go Centrum,Schokland 14,1181HV,Amsterdam,Zuid,,,,4.86291681,52.31523042,Chess,K,1,Mind sports,board games,All Sports,19,4
Schaken,Dovenschaakclub TOG,www.facebook.com/Amsterdamse-Doven-Schaakclub-TOG-1999370573662672,Dovenontmoetingscentrum,Stadhouderskade 89,1073AV,Amsterdam,Centrum,Ja,,,4.89531572,52.35762466,Chess,A,1,Mind sports,board games,All Sports,19,6
Schaken,EsPion,www.espion.amsterdam,Torendael,Veluwelaan 21,1079PX,Amsterdam,Zuid,,,,4.89743542,52.33847157,Chess,K,1,Mind sports,board games,All Sports,19,4
Schaken,VAS,www.euronet.nl/users/cor/vas.html,Cygnus Gymnasium,Vrolikstraat 8,1091VG,Amsterdam,Centrum,,,,4.91250476,52.3549356,Chess,A,1,Mind sports,board games,All Sports,19,6
Schaken,Chaturanga,www.chaturanga.nl,BuurtHuis Gein,Wisseloord 83,1107NB,Amsterdam,Zuidoost,,58768947.0,,4.98704558,52.29594587,Chess,T,1,Mind sports,board games,All Sports,19,2
Schaken,Stichting Schaakschool Indische buurt,www.checkmemove.nl,,Makassarplein 1,1095RP,Amsterdam,Oost,,,,4.94155845,52.36468337,Chess,M,1,Mind sports,board games,All Sports,19,3
Schermen,Rana,www.schermvereniging-rana.nl,Apollohal,Apollolaan 4,1077BA,Amsterdam,Zuid,,,,4.88444373,52.34806995,Fencing,K,1,physical sports,combat sports and martial arts,All Sports,6,4
Schermen,Zaal AmsterdamZuid,www.zaalamsterdamzuid.com,Sporthallen Zuid,Burgerweeshuispad 54,1076EP,Amsterdam,Zuid,,,,4.85410708,52.33997926,Fencing,K,1,physical sports,combat sports and martial arts,All Sports,6,4
Schermen,Schermvereniging Zaal Amsterdam Zuid,www.zaalamsterdamzuid.com,Sporthallen Zuid,Burgerweeshuispad 54,1076EP,Amsterdam,Zuid,,40530545.0,,4.85410708,52.33997926,Fencing,K,1,physical sports,combat sports and martial arts,All Sports,6,4
Schermen,Scherm Centrum Amsterdam (SCA),www.schermcentrumamsterdam.nl,Frans Otten Stadion,IJsbaanpad 43,1076CV,Amsterdam,Zuid,,40533778.0,,4.850591,52.33911327,Fencing,K,1,physical sports,combat sports and martial arts,All Sports,6,4
Schermen,ASVV Esprit,www.schermen-esprit.nl,Het Marnix,Marnixplein 1,1015ZN,Amsterdam,Centrum,,,,4.87847974,52.3779916,Fencing,A,1,physical sports,combat sports and martial arts,All Sports,6,2
Schermen,Contre Temps,www.contretemps.nl,Het Marnix,Marnixplein 1,1015ZN,Amsterdam,Centrum,,,,4.87847974,52.3779916,Fencing,A,1,physical sports,combat sports and martial arts,All Sports,6,2
Skeeler/skate,Noord,gonoord.com,Noord,Aambeeldstraat 12,1021KB,Amsterdam,Noord,,,,4.92824001,52.38432844,Skating,N,1,physical sports,ice sports,All Sports,23,4
Skeeler/skate,A.S.S.V. Hogerop,www.hogerop.org,Sporthal De Weeren,Beemsterstraat 1,1023TH,Amsterdam,Noord,,40538504.0,,4.94582561,52.39029624,Skating,N,1,physical sports,ice sports,All Sports,23,4
Skeeler/skate,Survivors RS,www.survivors.nl,Sporthal Oostenburg,Oostenburgergracht 151,1018ND,Amsterdam,Centrum,,40535105.0,,4.92521155,52.36808996,Skating,A,1,physical sports,ice sports,All Sports,23,1
Skeeler/skate,SKITS,www.skits.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,52955214.0,,4.94536705,52.34897301,Skating,M,1,physical sports,ice sports,All Sports,23,18
Skeeler/skate,Skatepark,geen website,Sportpark Kadoelen,Sportpark Kadoelen 4,1035NB,Amsterdam,Noord,,,,4.91030345,52.41498241,Skating,N,1,physical sports,ice sports,All Sports,23,4
Sloeproeien,Watersportvereniging De Schinkel,www.wvdeschinkel.nl,WV de Schinkel,Jachthavenweg 140,1081KJ,Amsterdam,Zuid,,40532750.0,,4.85438707,52.33336026,Sloeproeien,K,1,physical sports,aquatic & paddle sports,All Sports,3,1
Sloeproeien,Het Juiste Tuig,www.hetjuistetuig.com,Hoek Prins Hendrikkade/Kromme Waal,Kromme Waal 5,1011BS,Amsterdam,Centrum,,,,4.90304259,52.37523112,Sloeproeien,A,1,physical sports,aquatic & paddle sports,All Sports,3,1
Sloeproeien,Masrova sloeproeivereniging,www.masrova.nl,Masrova,Veemkade 267,1019CZ,Amsterdam,Oost,,40534542.0,,4.93897434,52.37427222,Sloeproeien,M,1,physical sports,aquatic & paddle sports,All Sports,3,1
Sportschieten,Shogun,www.svshogun.nl,Schietcentrum ,Jan Rebelstraat 15,1069CA,Amsterdam,Nieuw-West,,40534275.0,,4.78562696,52.3611266,Target Shooting,F,1,physical sports,target sports,All Sports,10,2
Sportschieten,Schietvereniging Euroarms,www.sv-euroarms.nl,Schietbaan,Jan Rebelstraat 15-H,1069CA,Amsterdam,Nieuw-West,,34320173.0,,4.78562696,52.3611266,Target Shooting,F,1,physical sports,target sports,All Sports,10,2
Sportschieten,Schietvereniging Target,www.svtarget.nl,Schietbaan,Julianaplein 1,1097DN,Amsterdam,Oost,,40533802.0,,4.91890565,52.34686577,Target Shooting,M,1,physical sports,target sports,All Sports,10,2
Sportschieten,SV 84,www.sv84.nl,Schietbaan,Julianaplein 1,1097DN,Amsterdam,Oost,,,,4.91890565,52.34686577,Target Shooting,M,1,physical sports,target sports,All Sports,10,2
Sportschieten,Club Kaliber,www.clubkaliber.com,Club Kaliber,Lijnbaansgracht 162-1,1016VX,Amsterdam,Centrum,,34149890.0,,4.87772289,52.37010602,Target Shooting,A,1,physical sports,target sports,All Sports,10,2
Sportschieten,Superschot,www.superschot.nl,Schietbaan,Lijnbaansgracht 162-1,1016VX,Amsterdam,Centrum,,40531725.0,,4.87772289,52.37010602,Target Shooting,A,1,physical sports,target sports,All Sports,10,2
Sportschieten,John Wesley Hardin,www.johnwesleyhardin.nl,Schietbaan,Papaverweg 15,1032KE,Amsterdam,Noord,,,,4.91130273,52.39447663,Target Shooting,N,1,physical sports,target sports,All Sports,10,3
Sportschieten,Shooting '82,www.facebook.com/pg/Shooting-82-180913785615396,Schietbaan,Papaverweg 15,1032KE,Amsterdam,Noord,,,,4.91130273,52.39447663,Target Shooting,N,1,physical sports,target sports,All Sports,10,3
Sportschieten,SSV Colt45,www.colt45.nl,Schietbaan,Papaverweg 15,1032KE,Amsterdam,Noord,,40530634.0,,4.91130273,52.39447663,Target Shooting,N,1,physical sports,target sports,All Sports,10,3
Sportschieten,Schietsportvereniging Westerpark,www.sv-westerpark.nl,Schietcentrum ,Vredenhofweg 9c,1051LM,Amsterdam,West,,51056143.0,,4.86366912,52.38355335,Target Shooting,E,1,physical sports,target sports,All Sports,10,1
Sportschool,Anytime Fitness,www.anytimefitness.nl,Sportschool,Amsteldijk 161,1079LH,Amsterdam,Zuid,,,,4.91239216,52.34469449,Fitness,K,1,physical sports,gym sports,All Sports,95,21
Sportschool,Sportschool Nique,www.sportschoolnique.nl,Sportschool Nique,Amsteldijk 161,1079LH,Amsterdam,Zuid,,,,4.91239216,52.34469449,Fitness,K,1,physical sports,gym sports,All Sports,95,21
Sportschool,Basic-Fit,www.basic-fit.com,Basic-Fit Sportschool Amsterdam,Amstelstraat 22,1017DA,Amsterdam,Centrum,,37092459.0,,4.89936216,52.36609885,Fitness,A,1,physical sports,gym sports,All Sports,95,14
Sportschool,Bijlmer Sportcentrum,optisport.nl/locaties/healthclubamsterdamzuidoost,Optisport,Anton de Komplein 157,1102DR,Amsterdam,Oost,,11064605.0,ja,4.95762875,52.31527429,Fitness,M,1,physical sports,gym sports,All Sports,95,19
Sportschool,Apollo Health en Fitness,www.apollohealth.nl,Apollohal,Apollolaan 4,1077BA,Amsterdam,Zuid,,,,4.88444373,52.34806995,Fitness,K,1,physical sports,gym sports,All Sports,95,21
Sportschool,Basic-Fit,www.basic-fit.com,Basic-Fit Sportschool Amsterdam,Arent Janszoon Ernststraat 1,1083GP,Amsterdam,Zuid,,37092459.0,,4.88924922,52.33180442,Fitness,K,1,physical sports,gym sports,All Sports,95,21
Sportschool,Brightside,www.brightsidefitness.nl,Sportschool,Baarsjesweg 289-H,1058AG,Amsterdam,West,,,,4.85580382,52.35963791,Fitness,E,1,physical sports,gym sports,All Sports,95,22
Sportschool,A3 sport,www.facebook.com/a3demunnik,Sporthal De Weeren,Beemsterstraat 656,1027ED,Amsterdam,Noord,,67601782.0,ja,4.95933828,52.40119389,Fitness,N,1,physical sports,gym sports,All Sports,95,5
Sportschool,Ettaki Gym,www.ettakigym.nl,Sportschool,Bilderdijkkade 59-61,1053VJ,Amsterdam,West,,55971148.0,,4.87077304,52.36759539,Fitness,E,1,physical sports,gym sports,All Sports,95,22
Sportschool,American Fitness,www.americanfitness.nl,American Fitness,Blasiusstraat 144,1091CZ,Amsterdam,Oost,,33176009.0,,4.91334293,52.3575454,Fitness,M,1,physical sports,gym sports,All Sports,95,19
Sportschool,Spark United,www.sparkunited.nl/gebruikers/spark-united-buurtsportvereniging,Sportpark De Eendracht,Bok de Korverweg 20,1067HR,Amsterdam,Nieuw-West,,55541542.0,,4.78522141,52.37924265,Fitness,F,1,physical sports,gym sports,All Sports,95,6
Sportschool,Fitness4me,www.fitness4me.nl,Sportschool,Bos en Lommerplein 284-286,1055RW,Amsterdam,West,,32132088.0,,4.84409703,52.37785477,Fitness,E,1,physical sports,gym sports,All Sports,95,22
Sportschool,Fitness4me,www.fitness4me.nl,Sportschool,Bos en Lommerplein 92,1055EK,Amsterdam,West,,32132088.0,,4.8465776,52.37829064,Fitness,E,1,physical sports,gym sports,All Sports,95,22
Sportschool,Personal Health Club,www.personalhealthclub.nl,Personal Health Club Amsterdam,Breitnerstraat 4,1077BL,Amsterdam,Zuid,,33292829.0,,4.87296887,52.35169664,Fitness,K,1,physical sports,gym sports,All Sports,95,21
Sportschool,Fit for free,www.fitforfree.nl,Sportschool,Buikslotermeerplein 119,1025ET,Amsterdam,Noord,,51328585.0,,4.93619227,52.39949166,Fitness,N,1,physical sports,gym sports,All Sports,95,5
Sportschool,Keluarga Silat Perisai Diri Ned.,www.perisaidiri.nl,Basisschool de Kaap,Christiaan de Wetstraat 23,1091NG,Amsterdam,Zuidoost,,40534240.0,,4.91905633,52.35446737,Fitness,T,1,physical sports,gym sports,All Sports,95,8
Sportschool,Crossfit Zeeburg,www.crossfitzeeburg.com,Crossfit Zeeburg,Cruquiusweg 96H,1019AJ,Amsterdam,Oost,,,,4.95041085,52.36773622,Fitness,M,1,physical sports,gym sports,All Sports,95,19
Sportschool,Scandic Active Club,www.activeclub.nl/amsterdam,Sportschool,Damrak 1,1012LG,Amsterdam,Centrum,,,,4.89803853,52.37714446,Fitness,A,1,physical sports,gym sports,All Sports,95,14
Sportschool,Nippon do,www.nippondo.nl,Sportschool,Derde Schinkelstraat 18,1075TL,Amsterdam,Zuid,,,,4.85491422,52.35302791,Fitness,K,1,physical sports,gym sports,All Sports,95,21
Sportschool,Fitness Center IJburg,www.fitnesscenterijburg.nl,Sportschool,Diemerparklaan 35,1087GN,Amsterdam,Oost,,60948299.0,,4.99649682,52.35642,Fitness,M,1,physical sports,gym sports,All Sports,95,19
Sportschool,Basic-Fit,www.basic-fit.com,Basic-Fit Sportschool Amsterdam,Distelweg 80,1031HH,Amsterdam,Noord,,37092459.0,,4.90269872,52.39399237,Fitness,N,1,physical sports,gym sports,All Sports,95,5
Sportschool,Club West (USC),www.usc.uva.nl,Club West,Dokter Meurerlaan 10,1067SM,Amsterdam,Nieuw-West,,,,4.80599475,52.36742093,Fitness,F,1,physical sports,gym sports,All Sports,95,6
Sportschool,Vondelgym,www.vondelgym.nl,Sportschool,Eduard van Beinumstraat 110,1077CZ,Amsterdam,Zuid,,61550132.0,ja,4.86945132,52.33997072,Fitness,K,1,physical sports,gym sports,All Sports,95,21
Sportschool,SportCity Weteringdwarsstraat,www.sportcity.nl,SportCity Wetering,Eerste Weteringdwarsstraat 3,1017TL,Amsterdam,Centrum,,,,4.88857433,52.36185664,Fitness,A,1,physical sports,gym sports,All Sports,95,14
Sportschool,Basic-Fit,www.basic-fit.com,Basic-Fit Sportschool Amsterdam,Europaboulevard 21,1079PC,Amsterdam,Zuid,,37092459.0,,4.89269305,52.33870365,Fitness,K,1,physical sports,gym sports,All Sports,95,21
Sportschool,Fit for free,www.fitforfree.nl,Sportschool,Europaboulevard 3,1079PC,Amsterdam,Zuid,,51328585.0,,4.89291041,52.34032159,Fitness,K,1,physical sports,gym sports,All Sports,95,21
Sportschool,Life & Kicking,www.lifeandkicking.nl,Life & Kicking Fitness,Eva Besnyöstraat 29,1087KR,Amsterdam,Oost,,34259356.0,ja,5.00387204,52.35228282,Fitness,M,1,physical sports,gym sports,All Sports,95,19
Sportschool,Fit20,www.fit20.nl,Sportschool,Grimburgwal 5,1012GA,Amsterdam,Centrum,,,,4.89346721,52.36939987,Fitness,A,1,physical sports,gym sports,All Sports,95,14
Sportschool,Fit for free,www.fitforfree.nl,Sportschool,Haarlemmer Houttuinen 37-43,1013GM,Amsterdam,Centrum,,51328585.0,,4.8916346,52.38097737,Fitness,A,1,physical sports,gym sports,All Sports,95,14
Sportschool,MOVE//West,www.movewest.nl,MOVE//West,Hannie Dankbaarpassage 33,1053RT,Amsterdam,West,,,,4.86857893,52.36653754,Fitness,E,1,physical sports,gym sports,All Sports,95,22
Sportschool,Dutch Strength,www.dutchstrength.nl,Sportschool,Hobbemakade 7,1071XK,Amsterdam,Zuid,,33261543.0,,4.88614714,52.35838612,Fitness,K,1,physical sports,gym sports,All Sports,95,21
Sportschool,Gé Koning,www.sportschoolgekoning.nl,Sportschool (onder het Zuiderbad),Hobbemakade 9,1071XK,Amsterdam,Zuid,,50583700.0,,4.88614714,52.35838612,Fitness,K,1,physical sports,gym sports,All Sports,95,21
Sportschool,Reebok Crossfit 020,www.reebokcrossfit020.nl,Reebok Crossfit 020,Hoogoorddreef 3,1101BA,Amsterdam,Zuidoost,,,,4.94691665,52.30999503,Fitness,T,1,physical sports,gym sports,All Sports,95,8
Sportschool,Fit for free,www.fitforfree.nl,Sportschool,Hoogoordplein 7,1101DT,Amsterdam,Zuidoost,,51328585.0,,4.94787655,52.31133881,Fitness,T,1,physical sports,gym sports,All Sports,95,8
Sportschool,Motion3,www.motion3.nl,Motion3,IJburglaan 473,1087BE,Amsterdam,Oost,,,,4.98818872,52.35932885,Fitness,M,1,physical sports,gym sports,All Sports,95,19
Sportschool,The Temple,www.thetemple.nl,Sportschool,IJdoornlaan 245,1024KM,Amsterdam,Noord,,,,4.95632083,52.39260498,Fitness,N,1,physical sports,gym sports,All Sports,95,5
Sportschool,Fysiomed,www.fysiomed.org,Fysiomed,IJsbaanpad 6,1076CV,Amsterdam,Zuid,,34302500.0,,4.85544269,52.34186357,Fitness,K,1,physical sports,gym sports,All Sports,95,21
Sportschool,Gym West,www.gymwest.nl,Sportschool,Jan van Galenstraat 41,1056BH,Amsterdam,West,,34271962.0,,4.86391547,52.37512396,Fitness,E,1,physical sports,gym sports,All Sports,95,22
Sportschool,Akademia Training Club,www.akademiatraining.nl,Akademia Training Club,Javaplein 14,1094HW,Amsterdam,Oost,,50476270.0,,4.93930051,52.36420681,Fitness,M,1,physical sports,gym sports,All Sports,95,19
Sportschool,Fit20,www.fit20.nl,Coengebouw,Kabelweg 37,1014BA,Amsterdam,West,,,,4.84659321,52.39267105,Fitness,E,1,physical sports,gym sports,All Sports,95,22
Sportschool,Kawayan Fighting Arts School,www.kawayan.org,Sportschool ,Ketelhuisplein 41,1054RD,Amsterdam,West,,,,4.86945461,52.36356313,Fitness,E,1,physical sports,gym sports,All Sports,95,22
Sportschool,Squash City,www.squashcity.nl,Squash City,Ketelmakerstraat 6,1013DE,Amsterdam,Centrum,,33258386.0,,4.88978696,52.38333339,Fitness,A,1,physical sports,gym sports,All Sports,95,14
Sportschool,Fit aan 't IJ,www.fitaantij.nl,Sportschool,KNSM-laan 11,1019LA,Amsterdam,Centrum,,,,4.93768444,52.3775301,Fitness,A,1,physical sports,gym sports,All Sports,95,14
Sportschool,Basic-Fit,www.basic-fit.com,Basic-Fit Sportschool Amsterdam,Koningin Wilhelminaplein 13,1062HH,Amsterdam,Nieuw-West,,37092459.0,,4.84112747,52.35455594,Fitness,F,1,physical sports,gym sports,All Sports,95,6
Sportschool,De Bonte Kraai,www.buurthuizenzuidoost.nl,Buurthuis De Bonte Kraaij,Kraaiennest 68,1104CD,Amsterdam,Zuidoost,,,,4.98006344,52.31724105,Fitness,T,1,physical sports,gym sports,All Sports,95,8
Sportschool,Selin Health and Fitness,www.selinhealthandfitness.nl,Personal Training Studio,Krelis Louwenstraat 1-C02,1055KA,Amsterdam,West,,,,4.84620773,52.38315031,Fitness,E,1,physical sports,gym sports,All Sports,95,22
Sportschool,Mejiro gym,www.mejirogym.nl,Sportschool,Lauriergracht 86,1016RM,Amsterdam,Centrum,,,,4.880551,52.37152034,Fitness,A,1,physical sports,gym sports,All Sports,95,14
Sportschool,Fit for free,www.fitforfree.nl,Sportschool,Lijnbaansgracht 350,1017XB,Amsterdam,Centrum,,51328585.0,,4.89389426,52.36004543,Fitness,A,1,physical sports,gym sports,All Sports,95,14
Sportschool,Fit for free,www.fitforfree.nl,Sportschool,Linnaeushof 4,1098KH,Amsterdam,Oost,,51328585.0,,4.93302938,52.35361221,Fitness,M,1,physical sports,gym sports,All Sports,95,19
Sportschool,Fit for free,www.fitforfree.nl,Sportschool,Looiersgracht 26,1016VS,Amsterdam,Centrum,,51328585.0,,4.88181522,52.36882043,Fitness,A,1,physical sports,gym sports,All Sports,95,14
Sportschool,ASC (USC),www.usc.uva.nl,AMC Sportcentrum,Meibergdreef 27,1105AZ,Amsterdam,Zuidoost,,,,4.95903768,52.29233356,Fitness,T,1,physical sports,gym sports,All Sports,95,8
Sportschool,Ultimate Fitness Amsterdam,www.ultimatefitnessamsterdam.nl,Ultimate Fitness Amsterdam,Molukkenstraat 200,1098TW,Amsterdam,Oost,,,,4.94049984,52.35754314,Fitness,M,1,physical sports,gym sports,All Sports,95,19
Sportschool,Amsterdam Buitenveldert Sportclub,www.amsterdambuitenveldertsportclub.nl,Amsterdam Buitenveldert Sportclub,Noordhollandstraat 59,1081AS,Amsterdam,Zuid,,65380746.0,,4.86592738,52.32513389,Fitness,K,1,physical sports,gym sports,All Sports,95,21
Sportschool,Sports World Amsterdam,www.sportsworldamsterdam.nl,Sports World Amsterdam,Oranje Vrijstaatkade 21,1093KS,Amsterdam,Oost,,,,4.92906326,52.35625014,Fitness,M,1,physical sports,gym sports,All Sports,95,19
Sportschool,Fit for free,www.fitforfree.nl,Sportschool,Osdorpplein 135,1068SR,Amsterdam,Nieuw-West,,51328585.0,,4.80638876,52.35975629,Fitness,F,1,physical sports,gym sports,All Sports,95,6
